Age,Gender,"Location (country, city)","Educational level (e.g., undergraduate, graduate)","Stream(MEDIICAL,ENGINEERING,DESIGNING,etc.)",Reading frequency ,Average Reading Duration (minutes),"Types of content (e.g., textbooks, research papers, fiction, technical articles)","Reading preferences (e-books, PDFs, web articles)"
34,Female,Bijapur,Master's Level,Software Engineering,WEEKLY,90,Blogs,
51,Male,Kapurthala,Professional Level,Legal Studies,DAILY,15,Textbooks,
26,Female,Bharatpur,Master's Level,Civil Engineering,MONTHLY,60,Technical Articles,
47,Female,Hoshiarpur,Professional Level,Chemical Engineering,WEEKLY,45,Textbooks,
39,Male,Bilaspur,Professional Level,Electrical Engineering,DAILY,30,Technical Articles,
28,Male,Aligarh,Master's Level,Mechanical Engineering,WEEKLY,15,Research Papers,
43,Female,Raichur,Professional Level,Nursing,MONTHLY,60,Textbooks,
18,Male,Agartala,Undergraduate/Graduate Level,Computer Science/Engineering,DAILY,90,Technical Articles,
44,Female,Coimbatore,Professional Level,Medicine,WEEKLY,45,Research Papers,
55,Male,Kochi (Cochin),Professional Level,Civil Engineering,DAILY,30,Technical Articles,
36,Female,Madurai,Professional Level,Architecture,MONTHLY,60,Textbooks,
52,Male,Tiruchirappalli (Trichy),Professional Level,Software Engineering,DAILY,15,Research Papers,
40,Female,Bhubaneswar,Professional Level,Electrical Engineering,MONTHLY,90,Technical Articles,
29,Female,Cuttack,Master's Level,Legal Studies,WEEKLY,45,Research Papers,
56,Male,Jamshedpur,Professional Level,Mechanical Engineering,DAILY,30,Textbooks,
32,Female,Asansol,Master's Level,Chemical Engineering,WEEKLY,60,Research Papers,
20,Male,Durgapur,Undergraduate/Graduate Level,Civil Engineering,MONTHLY,15,Technical Articles,
57,Female,Ranchi,Professional Level,Computer Science/Engineering,DAILY,45,Textbooks,
33,Male,Rajahmundry,Master's Level,Medicine,WEEKLY,90,Technical Articles,
48,Female,Tirupati,Professional Level,Electrical Engineering,MONTHLY,30,Research Papers,
25,Male,Ujjain,Master's Level,Software Engineering,DAILY,60,Technical Articles,
38,Female,Bilaspur,Professional Level,Mechanical Engineering,DAILY,45,Textbooks,
21,Male,Warangal,Undergraduate/Graduate Level,Interior Design,WEEKLY,15,Research Papers,
42,Female,Tirunelveli,Professional Level,Legal Studies,MONTHLY,30,Technical Articles,
23,Male,Salem,Undergraduate/Graduate Level,Civil Engineering,WEEKLY,60,Textbooks,
49,Female,Erode,Professional Level,Nursing,DAILY,90,Technical Articles,
27,Male,Dehradun,Master's Level,Chemical Engineering,MONTHLY,15,Research Papers,
53,Female,Jammu,Professional Level,Medicine,WEEKLY,30,Fiction Novels,
41,Female,Mangalore,Professional Level,Computer Science/Engineering,DAILY,45,Textbooks,
24,Male,Belgaum,Undergraduate/Graduate Level,Electrical Engineering,WEEKLY,60,Technical Articles,
31,Male,Nellore,Master's Level,Mechanical Engineering,MONTHLY,15,News Articles,
45,Female,Guntur,Professional Level,Software Engineering,DAILY,90,Textbooks,
37,Male,Kollam,Professional Level,Civil Engineering,MONTHLY,30,Research Papers,
50,Female,Nanded,Professional Level,Legal Studies,DAILY,45,Technical Articles,
30,Male,Durg,Master's Level,Mechanical Engineering,WEEKLY,60,Blogs,
22,Female,Ajmer,Undergraduate/Graduate Level,Chemical Engineering,MONTHLY,15,Textbooks,
54,Male,Gulbarga,Professional Level,Electrical Engineering,WEEKLY,45,Technical Articles,
26,Female,Bhagalpur,Master's Level,Medicine,DAILY,30,Textbooks,
56,Male,Karnal,Professional Level,Software Engineering,DAILY,60,Technical Articles,
19,Female,Saharanpur,Undergraduate/Graduate Level,Civil Engineering,WEEKLY,45,Research Papers,
35,Male,Shimla,Professional Level,Computer Science/Engineering,MONTHLY,15,Textbooks,
52,Female,Alwar,Professional Level,Nursing,MONTHLY,90,Technical Articles,
28,Male,Muzaffarpur,Master's Level,Mechanical Engineering,DAILY,30,Research Papers,
58,Female,Mathura,Professional Level,Legal Studies,WEEKLY,60,Technical Articles,
46,Male,Rajpur Sonarpur,Professional Level,Electrical Engineering,DAILY,45,Textbooks,
36,Female,Kamarhati,Professional Level,Civil Engineering,WEEKLY,15,Research Papers,
55,Male,Avadi,Professional Level,Architecture,MONTHLY,30,Technical Articles,
47,Female,Tumkur,Professional Level,Chemical Engineering,DAILY,60,Research Papers,
33,Male,Noida,Master's Level,Computer Science/Engineering,WEEKLY,45,Textbooks,
57,Female,Kakinada,Professional Level,Medicine,DAILY,90,Research Papers,
40,Male,Nizamabad,Professional Level,Software Engineering,MONTHLY,15,Technical Articles,
21,Female,Parbhani,Undergraduate/Graduate Level,Mechanical Engineering,WEEKLY,30,Textbooks,
49,Male,Latur,Professional Level,Electrical Engineering,DAILY,60,Technical Articles,
32,Female,Ratlam,Master's Level,Legal Studies,MONTHLY,45,Research Papers,
51,Male,Panipat,Professional Level,Civil Engineering,DAILY,90,Technical Articles,
39,Female,Gandhinagar,Professional Level,Nursing,WEEKLY,15,Textbooks,
25,Male,Bathinda,Master's Level,Chemical Engineering,MONTHLY,30,Research Papers,
54,Female,Yamunanagar,Professional Level,Mechanical Engineering,DAILY,60,Technical Articles,
27,Male,Pali,Master's Level,Computer Science/Engineering,WEEKLY,45,Fiction Novels,
38,Female,Rewa,Professional Level,Medicine,DAILY,60,Textbooks,
22,Male,Mathura,Undergraduate/Graduate Level,Software Engineering,WEEKLY,15,Technical Articles,
48,Female,Palakkad,Professional Level,Civil Engineering,MONTHLY,30,News Articles,
30,Male,Satara,Master's Level,Electrical Engineering,MONTHLY,90,Textbooks,
41,Female,Bijapur,Professional Level,Legal Studies,DAILY,45,Research Papers,
34,Male,Kapurthala,Master's Level,Architecture,DAILY,60,Technical Articles,
23,Female,Bharatpur,Undergraduate/Graduate Level,Computer Science/Engineering,WEEKLY,30,Blogs,
31,Male,Hoshiarpur,Master's Level,Mechanical Engineering,MONTHLY,15,Textbooks,
56,Female,Bilaspur,Professional Level,Chemical Engineering,DAILY,45,Technical Articles,
45,Male,Aligarh,Professional Level,Civil Engineering,WEEKLY,60,Textbooks,
55,Female,Raichur,Professional Level,Medicine,DAILY,30,Technical Articles,
19,Male,Agartala,Undergraduate/Graduate Level,Software Engineering,MONTHLY,90,Research Papers,
53,Female,Bhilwara,Professional Level,Electrical Engineering,WEEKLY,15,Textbooks,
28,Male,Udaipur,Master's Level,Legal Studies,DAILY,45,Technical Articles,
50,Female,Korba,Professional Level,Mechanical Engineering,MONTHLY,60,Research Papers,
36,Male,Nalgonda,Professional Level,Computer Science/Engineering,WEEKLY,30,Technical Articles,
26,Female,Navi Mumbai,Master's Level,Civil Engineering,DAILY,60,Textbooks,
52,Male,Bhiwandi,Professional Level,Nursing,WEEKLY,45,Research Papers,
47,Female,Amravati,Professional Level,Chemical Engineering,MONTHLY,15,Technical Articles,
37,Male,Gandhinagar,Professional Level,Electrical Engineering,DAILY,30,Research Papers,
44,Female,Dhanbad,Professional Level,Medicine,WEEKLY,60,Textbooks,
58,Male,Bhavnagar,Professional Level,Software Engineering,MONTHLY,45,Research Papers,
24,Female,Bikaner,Undergraduate/Graduate Level,Legal Studies,DAILY,90,Technical Articles,
32,Male,Ambala,Master's Level,Mechanical Engineering,DAILY,15,Textbooks,
57,Female,Deoghar,Professional Level,Civil Engineering,WEEKLY,30,Technical Articles,
20,Male,Bellary,Undergraduate/Graduate Level,Computer Science/Engineering,MONTHLY,60,Research Papers,
39,Female,Sultan Pur Majra,Professional Level,Architecture,DAILY,45,Technical Articles,
25,Male,Tiruppur,Master's Level,Electrical Engineering,WEEKLY,15,Textbooks,
51,Female,Durgapur,Professional Level,Chemical Engineering,DAILY,30,Research Papers,
33,Male,Anantapur,Master's Level,Medicine,MONTHLY,60,Technical Articles,
42,Female,Udham Singh Nagar,Professional Level,Software Engineering,WEEKLY,45,Fiction Novels,
54,Male,Chandrapur,Professional Level,Civil Engineering,DAILY,90,Textbooks,
29,Female,Vellore,Master's Level,Legal Studies,MONTHLY,60,Technical Articles,
46,Male,Dindigul,Professional Level,Mechanical Engineering,DAILY,30,News Articles,
22,Female,Kancheepuram,Undergraduate/Graduate Level,Electrical Engineering,WEEKLY,45,Textbooks,
35,Male,Gandhidham,Professional Level,Nursing,MONTHLY,15,Research Papers,
48,Female,Hospet,Professional Level,Computer Science/Engineering,DAILY,60,Technical Articles,
27,Male,Nagercoil,Master's Level,Medicine,WEEKLY,45,Blogs,
38,Female,Karimnagar,Professional Level,Chemical Engineering,DAILY,30,Textbooks,
21,Male,Thanjavur,Undergraduate/Graduate Level,Civil Engineering,MONTHLY,60,Technical Articles,
40,Female,Pallavaram,Professional Level,Software Engineering,DAILY,45,Textbooks,
23,Male,Chittoor,Undergraduate/Graduate Level,Chemical Engineering,MONTHLY,15,Technical Articles,
50,Female,Kumbakonam,Professional Level,Civil Engineering,WEEKLY,90,Research Papers,
31,Male,Sambalpur,Master's Level,Computer Science/Engineering,DAILY,30,Textbooks,
56,Female,Katihar,Professional Level,Legal Studies,WEEKLY,60,Technical Articles,
37,Male,Bardhaman,Professional Level,Mechanical Engineering,DAILY,45,Research Papers,
49,Female,Munger,Professional Level,Software Engineering,MONTHLY,15,Technical Articles,
26,Male,Purnia,Master's Level,Electrical Engineering,WEEKLY,30,Textbooks,
41,Female,Hapur,Professional Level,Medicine,DAILY,60,Research Papers,
55,Male,Bijapur,Professional Level,Mechanical Engineering,MONTHLY,45,Technical Articles,
30,Female,Kapurthala,Master's Level,Computer Science/Engineering,DAILY,90,Research Papers,
52,Male,Bharatpur,Professional Level,Architecture,WEEKLY,60,Textbooks,
18,Female,Hoshiarpur,Undergraduate/Graduate Level,Civil Engineering,MONTHLY,30,Research Papers,
53,Male,Bilaspur,Professional Level,Electrical Engineering,DAILY,45,Technical Articles,
34,Female,Aligarh,Master's Level,Interior Design,WEEKLY,15,Textbooks,
24,Male,Raichur,Undergraduate/Graduate Level,Software Engineering,MONTHLY,60,Technical Articles,
45,Female,Agartala,Professional Level,Nursing,DAILY,45,Research Papers,
28,Male,Bhilwara,Master's Level,Chemical Engineering,MONTHLY,30,Technical Articles,
43,Female,Udaipur,Professional Level,Electrical Engineering,DAILY,60,Textbooks,
57,Male,Korba,Professional Level,Mechanical Engineering,WEEKLY,15,Research Papers,
32,Female,Nalgonda,Master's Level,Medicine,MONTHLY,30,Technical Articles,
46,Male,Navi Mumbai,Professional Level,Legal Studies,WEEKLY,90,Textbooks,
25,Female,Bhiwandi,Master's Level,Civil Engineering,DAILY,45,Technical Articles,
54,Male,Amravati,Professional Level,Software Engineering,DAILY,60,Research Papers,
22,Female,Gandhinagar,Undergraduate/Graduate Level,Computer Science/Engineering,WEEKLY,30,Technical Articles,
51,Male,Dhanbad,Professional Level,Mechanical Engineering,MONTHLY,15,Textbooks,
36,Female,Bhavnagar,Professional Level,Electrical Engineering,MONTHLY,45,Research Papers,
47,Male,Bikaner,Professional Level,Chemical Engineering,DAILY,60,Technical Articles,
29,Female,Ambala,Master's Level,Civil Engineering,WEEKLY,30,Textbooks,
38,Male,Deoghar,Professional Level,Computer Science/Engineering,DAILY,90,Technical Articles,
20,Female,Bellary,Undergraduate/Graduate Level,Legal Studies,WEEKLY,15,Research Papers,
39,Male,Sultan Pur Majra,Professional Level,Mechanical Engineering,MONTHLY,45,Fiction Novels,
56,Female,Tiruppur,Professional Level,Software Engineering,DAILY,60,Textbooks,
31,Male,Durgapur,Master's Level,Medicine,WEEKLY,30,Technical Articles,
58,Female,Anantapur,Professional Level,Electrical Engineering,DAILY,60,News Articles,
33,Male,Udham Singh Nagar,Master's Level,Civil Engineering,MONTHLY,45,Textbooks,
42,Female,Chandrapur,Professional Level,Nursing,WEEKLY,15,Research Papers,
19,Male,Vellore,Undergraduate/Graduate Level,Chemical Engineering,DAILY,30,Technical Articles,
53,Female,Dindigul,Professional Level,Architecture,MONTHLY,60,Blogs,
27,Male,Kancheepuram,Master's Level,Mechanical Engineering,DAILY,45,Textbooks,
45,Female,Gandhidham,Professional Level,Computer Science/Engineering,WEEKLY,15,Technical Articles,
34,Male,Hospet,Master's Level,Electrical Engineering,MONTHLY,90,Textbooks,
55,Female,Nagercoil,Professional Level,Legal Studies,DAILY,30,Technical Articles,
24,Male,Karimnagar,Undergraduate/Graduate Level,Software Engineering,WEEKLY,60,Research Papers,
48,Female,Thanjavur,Professional Level,Civil Engineering,DAILY,45,Textbooks,
21,Male,Pallavaram,Undergraduate/Graduate Level,Chemical Engineering,DAILY,30,Technical Articles,
44,Female,Chittoor,Professional Level,Medicine,MONTHLY,60,Research Papers,
37,Male,Kumbakonam,Professional Level,Mechanical Engineering,WEEKLY,15,Technical Articles,
50,Female,Sambalpur,Professional Level,Electrical Engineering,WEEKLY,45,Textbooks,
28,Male,Katihar,Master's Level,Computer Science/Engineering,DAILY,60,Research Papers,
54,Female,Bardhaman,Professional Level,Interior Design,MONTHLY,30,Technical Articles,
23,Male,Munger,Undergraduate/Graduate Level,Civil Engineering,WEEKLY,90,Research Papers,
52,Female,Purnia,Professional Level,Legal Studies,DAILY,15,Textbooks,
30,Male,Hapur,Master's Level,Chemical Engineering,WEEKLY,30,Research Papers,
41,Female,Gwalior,Professional Level,Software Engineering,DAILY,45,Technical Articles,
26,Male,Pimpri-Chinchwad,Master's Level,Mechanical Engineering,MONTHLY,60,Textbooks,
43,Female,Surat,Professional Level,Electrical Engineering,DAILY,30,Technical Articles,
35,Male,Ghaziabad,Professional Level,Medicine,MONTHLY,60,Research Papers,
49,Female,Chandigarh,Professional Level,Civil Engineering,WEEKLY,15,Technical Articles,
22,Male,Nagpur,Undergraduate/Graduate Level,Computer Science/Engineering,DAILY,45,Textbooks,
57,Female,Ranchi,Professional Level,Architecture,MONTHLY,60,Research Papers,
32,Male,Meerut,Master's Level,Mechanical Engineering,DAILY,30,Technical Articles,
40,Female,Kanpur,Professional Level,Legal Studies,WEEKLY,90,Fiction Novels,
18,Male,Pune,Undergraduate/Graduate Level,Software Engineering,DAILY,15,Textbooks,
38,Female,Visakhapatnam,Professional Level,Electrical Engineering,WEEKLY,30,Technical Articles,
47,Male,Coimbatore,Professional Level,Chemical Engineering,MONTHLY,60,News Articles,
25,Female,Kochi (Cochin),Master's Level,Civil Engineering,WEEKLY,45,Textbooks,
51,Male,Madurai,Professional Level,Medicine,DAILY,60,Research Papers,
29,Female,Tiruchirappalli (Trichy),Master's Level,Computer Science/Engineering,DAILY,30,Technical Articles,
54,Male,Bhubaneswar,Professional Level,Nursing,MONTHLY,15,Blogs,
36,Female,Cuttack,Professional Level,Mechanical Engineering,WEEKLY,45,Textbooks,
55,Male,Jamshedpur,Professional Level,Electrical Engineering,DAILY,60,Research Papers,
27,Female,Asansol,Master's Level,Chemical Engineering,WEEKLY,30,Fiction Novels,
45,Male,Durgapur,Professional Level,Legal Studies,DAILY,90,Technical Articles,
20,Female,Ranchi,Undergraduate/Graduate Level,Civil Engineering,MONTHLY,15,News Articles,
46,Male,Rajahmundry,Professional Level,Software Engineering,WEEKLY,30,Textbooks,
34,Female,Tirupati,Master's Level,Medicine,DAILY,60,Technical Articles,
50,Male,Ujjain,Professional Level,Computer Science/Engineering,WEEKLY,45,Research Papers,
33,Male,Bilaspur,Master's Level,Interior Design,MONTHLY,60,Fiction Novels,
57,Female,Warangal,Professional Level,Mechanical Engineering,DAILY,30,Technical Articles,
23,Male,Tirunelveli,Undergraduate/Graduate Level,Civil Engineering,WEEKLY,15,Textbooks,
42,Female,Salem,Professional Level,Electrical Engineering,MONTHLY,45,Technical Articles,
39,Male,Erode,Professional Level,Architecture,DAILY,60,Research Papers,
56,Female,Dehradun,Professional Level,Software Engineering,DAILY,30,Technical Articles,
31,Female,Jammu,Master's Level,Chemical Engineering,WEEKLY,90,Fiction Novels,
26,Male,Mangalore,Master's Level,Computer Science/Engineering,MONTHLY,15,Textbooks,
43,Male,Belgaum,Professional Level,Legal Studies,MONTHLY,30,Technical Articles,
21,Female,Nellore,Undergraduate/Graduate Level,Mechanical Engineering,DAILY,60,Research Papers,
52,Male,Guntur,Professional Level,Electrical Engineering,WEEKLY,45,Fiction Novels,
24,Female,Kollam,Undergraduate/Graduate Level,Medicine,DAILY,15,Technical Articles,
44,Female,Nanded,Professional Level,Civil Engineering,WEEKLY,30,Textbooks,
37,Male,Durg,Professional Level,Nursing,MONTHLY,60,Technical Articles,
48,Male,Ajmer,Professional Level,Chemical Engineering,DAILY,45,Research Papers,
28,Female,Gulbarga,Master's Level,Mechanical Engineering,WEEKLY,90,Technical Articles,
58,Male,Bhagalpur,Professional Level,Software Engineering,DAILY,60,Fiction Novels,
35,Female,Karnal,Professional Level,Legal Studies,MONTHLY,30,Textbooks,
55,Male,Saharanpur,Professional Level,Electrical Engineering,WEEKLY,45,Technical Articles,
30,Female,Shimla,Master's Level,Civil Engineering,DAILY,15,Research Papers,
53,Male,Alwar,Professional Level,Computer Science/Engineering,MONTHLY,60,Fiction Novels,
32,Female,Muzaffarpur,Master's Level,Medicine,DAILY,45,Technical Articles,
47,Male,Mathura,Professional Level,Mechanical Engineering,WEEKLY,30,Textbooks,
25,Female,Rajpur Sonarpur,Master's Level,Chemical Engineering,MONTHLY,60,Technical Articles,
54,Male,Kamarhati,Professional Level,Civil Engineering,DAILY,45,Research Papers,
19,Female,Avadi,Undergraduate/Graduate Level,Computer Science/Engineering,WEEKLY,15,Technical Articles,
40,Female,Tumkur,Professional Level,Legal Studies,DAILY,90,Fiction Novels,
46,Male,Noida,Professional Level,Mechanical Engineering,DAILY,30,Textbooks,
22,Male,Kakinada,Undergraduate/Graduate Level,Software Engineering,WEEKLY,60,Technical Articles,
41,Female,Nizamabad,Professional Level,Electrical Engineering,MONTHLY,45,Research Papers,
34,Male,Parbhani,Master's Level,Medicine,MONTHLY,15,Fiction Novels,
49,Female,Latur,Professional Level,Mechanical Engineering,DAILY,30,Technical Articles,
36,Male,Ratlam,Professional Level,Computer Science/Engineering,WEEKLY,60,Textbooks,
51,Female,Panipat,Professional Level,Architecture,DAILY,45,Technical Articles,
29,Male,Gandhinagar,Master's Level,Civil Engineering,WEEKLY,90,Research Papers,
38,Male,Bathinda,Professional Level,Electrical Engineering,DAILY,60,Technical Articles,
56,Female,Yamunanagar,Professional Level,Interior Design,MONTHLY,30,Fiction Novels,
23,Male,Pali,Undergraduate/Graduate Level,Software Engineering,DAILY,45,Textbooks,
42,Female,Rewa,Professional Level,Nursing,WEEKLY,15,Technical Articles,
57,Female,Mathura,Professional Level,Chemical Engineering,DAILY,60,Research Papers,
33,Male,Palakkad,Master's Level,Electrical Engineering,WEEKLY,45,Fiction Novels,
50,Male,Satara,Professional Level,Mechanical Engineering,MONTHLY,30,Technical Articles,
24,Female,Bijapur,Undergraduate/Graduate Level,Medicine,DAILY,60,Textbooks,
31,Male,Kapurthala,Master's Level,Legal Studies,WEEKLY,15,Textbooks,
45,Female,Bharatpur,Professional Level,Civil Engineering,DAILY,30,Research Papers,
27,Female,Hoshiarpur,Master's Level,Software Engineering,MONTHLY,90,Fiction Novels,
52,Male,Bilaspur,Professional Level,Computer Science/Engineering,DAILY,45,Textbooks,
35,Female,Aligarh,Professional Level,Mechanical Engineering,WEEKLY,60,Technical Articles,
58,Male,Raichur,Professional Level,Electrical Engineering,MONTHLY,30,Magazine Articles,
20,Female,Agartala,Undergraduate/Graduate Level,Chemical Engineering,DAILY,15,Blogs,
47,Male,Bhilwara,Professional Level,Civil Engineering,MONTHLY,45,Poetry,
28,Female,Udaipur,Master's Level,Computer Science/Engineering,DAILY,60,Instruction Manual,
55,Male,Korba,Professional Level,Legal Studies,WEEKLY,30,Textbooks,
39,Female,Nalgonda,Professional Level,Mechanical Engineering,MONTHLY,90,Research Papers,
26,Male,Navi Mumbai,Master's Level,Software Engineering,WEEKLY,15,News Articles,
53,Female,Bhiwandi,Professional Level,Medicine,DAILY,45,Textbooks,
32,Female,Amravati,Master's Level,Electrical Engineering,DAILY,60,Technical Articles,
41,Male,Gandhinagar,Professional Level,Civil Engineering,WEEKLY,30,Research Papers,
21,Male,Dhanbad,Undergraduate/Graduate Level,Nursing,MONTHLY,60,Fiction Novels,
54,Female,Bhavnagar,Professional Level,Chemical Engineering,DAILY,45,Textbooks,
37,Female,Bikaner,Professional Level,Architecture,WEEKLY,15,Technical Articles,
48,Male,Ambala,Professional Level,Mechanical Engineering,DAILY,30,Textbooks,
30,Male,Deoghar,Master's Level,Computer Science/Engineering,MONTHLY,60,Technical Articles,
44,Female,Bellary,Professional Level,Electrical Engineering,WEEKLY,45,Research Papers,
22,Male,Sultan Pur Majra,Undergraduate/Graduate Level,Legal Studies,DAILY,15,Textbooks,
29,Female,Tiruppur,Master's Level,Software Engineering,MONTHLY,90,Technical Articles,
46,Female,Durgapur,Professional Level,Civil Engineering,DAILY,30,Research Papers,
56,Male,Anantapur,Professional Level,Chemical Engineering,WEEKLY,60,Technical Articles,
36,Male,Udham Singh Nagar,Professional Level,Medicine,MONTHLY,45,Textbooks,
25,Female,Chandrapur,Master's Level,Mechanical Engineering,DAILY,30,Research Papers,
49,Male,Vellore,Professional Level,Electrical Engineering,WEEKLY,60,Technical Articles,
38,Female,Dindigul,Professional Level,Computer Science/Engineering,DAILY,15,Research Papers,
57,Male,Kancheepuram,Professional Level,Interior Design,WEEKLY,45,Textbooks,
23,Female,Gandhidham,Undergraduate/Graduate Level,Civil Engineering,MONTHLY,60,Research Papers,
50,Male,Hospet,Professional Level,Legal Studies,MONTHLY,30,Technical Articles,
34,Female,Nagercoil,Master's Level,Chemical Engineering,DAILY,90,Textbooks,
41,Female,Karimnagar,Professional Level,Software Engineering,DAILY,15,Technical Articles,
40,Male,Thanjavur,Professional Level,Mechanical Engineering,WEEKLY,30,Research Papers,
31,Female,Pallavaram,Master's Level,Electrical Engineering,MONTHLY,60,Fiction Novels,
55,Male,Chittoor,Professional Level,Medicine,DAILY,45,Textbooks,
27,Female,Kumbakonam,Master's Level,Civil Engineering,WEEKLY,60,Technical Articles,
52,Male,Sambalpur,Professional Level,Computer Science/Engineering,DAILY,30,News Articles,
45,Female,Katihar,Professional Level,Architecture,MONTHLY,15,Textbooks,
58,Male,Bardhaman,Professional Level,Mechanical Engineering,WEEKLY,45,Research Papers,
24,Female,Munger,Undergraduate/Graduate Level,Legal Studies,DAILY,60,Technical Articles,
51,Male,Purnia,Professional Level,Software Engineering,MONTHLY,30,Blogs,
33,Male,Hapur,Master's Level,Electrical Engineering,DAILY,90,Textbooks,
47,Female,Coimbatore,Professional Level,Chemical Engineering,WEEKLY,15,Technical Articles,
26,Male,Kochi (Cochin),Master's Level,Civil Engineering,MONTHLY,30,Textbooks,
54,Female,Madurai,Professional Level,Medicine,DAILY,60,Technical Articles,
21,Male,Tiruchirappalli (Trichy),Undergraduate/Graduate Level,Computer Science/Engineering,WEEKLY,45,Research Papers,
48,Female,Bhubaneswar,Professional Level,Nursing,DAILY,60,Textbooks,
28,Female,Cuttack,Master's Level,Mechanical Engineering,MONTHLY,30,Technical Articles,
43,Male,Jamshedpur,Professional Level,Electrical Engineering,DAILY,15,Research Papers,
37,Male,Asansol,Professional Level,Chemical Engineering,MONTHLY,45,Technical Articles,
30,Female,Durgapur,Master's Level,Legal Studies,WEEKLY,60,Textbooks,
56,Male,Ranchi,Professional Level,Civil Engineering,DAILY,30,Research Papers,
22,Female,Rajahmundry,Undergraduate/Graduate Level,Software Engineering,WEEKLY,90,Technical Articles,
39,Female,Tirupati,Professional Level,Medicine,DAILY,15,Research Papers,
50,Male,Ujjain,Professional Level,Computer Science/Engineering,DAILY,30,Textbooks,
32,Male,Bilaspur,Master's Level,Interior Design,WEEKLY,60,Research Papers,
53,Female,Warangal,Professional Level,Mechanical Engineering,MONTHLY,45,Technical Articles,
25,Male,Tirunelveli,Master's Level,Civil Engineering,DAILY,60,Textbooks,
42,Female,Salem,Professional Level,Electrical Engineering,MONTHLY,30,Technical Articles,
35,Male,Erode,Professional Level,Architecture,DAILY,15,Textbooks,
49,Female,Dehradun,Professional Level,Software Engineering,WEEKLY,45,Technical Articles,
57,Male,Jammu,Professional Level,Chemical Engineering,DAILY,60,Research Papers,
46,Female,Mangalore,Professional Level,Computer Science/Engineering,MONTHLY,30,Textbooks,
19,Male,Belgaum,Undergraduate/Graduate Level,Legal Studies,WEEKLY,90,Technical Articles,
44,Female,Nellore,Professional Level,Mechanical Engineering,MONTHLY,15,Research Papers,
34,Male,Guntur,Master's Level,Electrical Engineering,DAILY,30,Technical Articles,
55,Female,Kollam,Professional Level,Medicine,DAILY,60,Textbooks,
36,Female,Nanded,Professional Level,Civil Engineering,WEEKLY,45,Research Papers,
58,Male,Durg,Professional Level,Nursing,MONTHLY,15,Technical Articles,
45,Male,Ajmer,Professional Level,Chemical Engineering,WEEKLY,30,Fiction Novels,
23,Female,Gulbarga,Undergraduate/Graduate Level,Mechanical Engineering,DAILY,60,Textbooks,
51,Male,Bhagalpur,Professional Level,Software Engineering,MONTHLY,45,Technical Articles,
29,Female,Karnal,Master's Level,Legal Studies,WEEKLY,90,News Articles,
52,Male,Saharanpur,Professional Level,Electrical Engineering,DAILY,60,Textbooks,
27,Female,Shimla,Master's Level,Civil Engineering,MONTHLY,30,Research Papers,
40,Male,Alwar,Professional Level,Computer Science/Engineering,WEEKLY,45,Technical Articles,
30,Male,Muzaffarpur,Master's Level,Medicine,DAILY,15,Blogs,
48,Female,Mathura,Professional Level,Mechanical Engineering,WEEKLY,60,Textbooks,
38,Male,Rajpur Sonarpur,Professional Level,Software Engineering,DAILY,45,Technical Articles,
56,Female,Kamarhati,Professional Level,Legal Studies,MONTHLY,30,Textbooks,
26,Female,Avadi,Master's Level,Civil Engineering,WEEKLY,60,Technical Articles,
37,Male,Tumkur,Professional Level,Chemical Engineering,DAILY,45,Research Papers,
31,Male,Noida,Master's Level,Electrical Engineering,MONTHLY,15,Textbooks,
54,Female,Kakinada,Professional Level,Mechanical Engineering,WEEKLY,90,Technical Articles,
21,Male,Nizamabad,Undergraduate/Graduate Level,Nursing,DAILY,30,Research Papers,
43,Female,Parbhani,Professional Level,Computer Science/Engineering,WEEKLY,60,Technical Articles,
22,Female,Latur,Undergraduate/Graduate Level,Medicine,MONTHLY,45,Textbooks,
41,Male,Ratlam,Professional Level,Civil Engineering,DAILY,15,Research Papers,
33,Female,Panipat,Master's Level,Architecture,WEEKLY,30,Technical Articles,
47,Male,Gandhinagar,Professional Level,Software Engineering,DAILY,60,Research Papers,
25,Female,Bathinda,Master's Level,Electrical Engineering,MONTHLY,45,Textbooks,
46,Male,Yamunanagar,Professional Level,Legal Studies,DAILY,90,Research Papers,
24,Female,Pali,Undergraduate/Graduate Level,Mechanical Engineering,MONTHLY,60,Technical Articles,
50,Male,Rewa,Professional Level,Chemical Engineering,WEEKLY,30,Textbooks,
35,Female,Mathura,Professional Level,Civil Engineering,DAILY,45,Technical Articles,
58,Male,Palakkad,Professional Level,Computer Science/Engineering,WEEKLY,15,Research Papers,
20,Female,Satara,Undergraduate/Graduate Level,Medicine,MONTHLY,60,Technical Articles,
53,Female,Bijapur,Professional Level,Electrical Engineering,DAILY,45,Textbooks,
28,Male,Kapurthala,Master's Level,Software Engineering,WEEKLY,30,Research Papers,
39,Male,Bharatpur,Professional Level,Mechanical Engineering,MONTHLY,60,Technical Articles,
52,Female,Hoshiarpur,Professional Level,Interior Design,DAILY,15,Textbooks,
29,Female,Bilaspur,Master's Level,Legal Studies,DAILY,30,Technical Articles,
56,Male,Aligarh,Professional Level,Civil Engineering,WEEKLY,90,Research Papers,
44,Male,Raichur,Professional Level,Nursing,MONTHLY,45,Fiction Novels,
36,Female,Agartala,Professional Level,Chemical Engineering,WEEKLY,60,Textbooks,
30,Male,Bhilwara,Master's Level,Medicine,DAILY,30,Technical Articles,
